Font Name,Family,Serif,Weight,Optical Size,Italic,Font Width,Style,Case,Glyph Name,Glyph Width,Glyph Height,Shape Width,Shape Height,Shape Area,On Curve Points,Total Points,Non Extrema Points
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,R,722,1001,0.20647501176470587,708,722,34,88,2
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,S,500,1001,0.12466990588235294,519,738,21,59,2
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,T,667,1001,0.1398264705882353,689,750,33,83,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,U,833,1001,0.15981682352941176,795,722,26,72,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,V,722,1001,0.13146345882352947,737,722,24,60,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,W,1000,1001,0.24162933333333336,1004,722,50,120,1
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,X,722,1001,0.1629890980392157,841,706,44,118,1
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,Y,667,1001,0.13391850980392161,691,706,32,88,1
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,Z,667,1001,0.1588235294117647,675,750,26,66,3
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,a,500,1001,0.10345025882352943,487,488,19,53,1
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,b,556,1001,0.14678818823529413,499,798,16,40,1
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,c,444,1001,0.07487341176470591,424,474,11,31,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,d,556,1001,0.1519392,578,798,23,57,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,e,444,1001,0.08636094117647061,404,474,12,34,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,f,333,1001,0.11622823529411766,564,1051,21,51,1
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,g,500,1001,0.1505887843137255,556,727,24,64,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,h,556,1001,0.14673811764705882,521,798,21,55,2
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,i,333,1001,0.07436931764705881,294,733,16,44,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,j,333,1001,0.09310933333333335,430,986,15,43,1
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,k,556,1001,0.14988317647058824,515,798,23,55,1
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,l,278,1001,0.09284025882352942,319,798,11,27,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,m,833,1001,0.17408625882352943,774,474,33,91,6
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,n,556,1001,0.11546082352941178,505,474,22,60,2
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,o,500,1001,0.10164790588235298,434,474,8,24,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,p,556,1001,0.14479993725490198,626,808,29,71,1
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,q,556,1001,0.14499190588235297,513,728,22,58,2
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,r,389,1001,0.06866711764705884,393,469,16,42,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,s,333,1001,0.06404390588235295,322,474,12,36,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,t,333,1001,0.07431331764705883,302,581,21,47,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,u,556,1001,0.11729920000000002,493,474,21,57,1
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,v,556,1001,0.09429997647058826,523,474,18,52,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,w,778,1001,0.14679129411764708,745,474,30,88,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,x,500,1001,0.09253223529411767,524,474,20,56,0
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,y,500,1001,0.10715124705882353,522,727,16,44,1
StempelGaramondLTStd-BoldIt,Stempel Garamond LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Lower,z,444,1001,0.08399176470588238,465,490,17,27,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,A,722,1001,0.11141087843137257,691,674,22,36,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,B,667,1001,0.16299218823529413,576,662,23,51,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,C,667,1001,0.10968294117647062,605,690,14,34,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,D,722,1001,0.15630988235294122,669,662,15,33,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,E,611,1001,0.13060870588235296,585,662,25,41,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,F,556,1001,0.11090447058823531,534,662,23,37,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,G,722,1001,0.1410549411764706,677,690,20,44,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,H,722,1001,0.16844654901960784,683,662,28,44,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,I,333,1001,0.07787456470588235,297,662,12,20,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,J,389,1001,0.08016564705882354,360,676,13,29,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,K,722,1001,0.15740542745098038,689,662,29,49,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,L,611,1001,0.09584202352941178,586,662,14,24,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,M,889,1001,0.20104290980392162,851,662,27,39,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,N,722,1001,0.1394033725490196,695,673,22,32,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,O,722,1001,0.14688070588235297,654,690,8,24,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,P,556,1001,0.12426389019607846,526,662,19,41,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,Q,722,1001,0.1742360941176471,667,854,14,38,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,R,667,1001,0.16166818823529414,642,662,22,40,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,S,556,1001,0.11663435294117648,449,690,19,45,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,T,611,1001,0.1031785411764706,576,662,16,24,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,U,722,1001,0.11540512941176471,691,676,19,37,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,V,722,1001,0.10244643529411765,681,673,17,29,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,W,944,1001,0.17859836470588233,927,673,29,53,2
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,X,722,1001,0.13332420392156866,694,662,32,56,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,Y,722,1001,0.10607576470588236,681,662,23,39,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,Z,611,1001,0.12211952941176474,588,662,14,18,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,a,444,1001,0.07912588235294117,405,470,23,59,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,b,500,1001,0.10741500000000001,465,693,17,39,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,c,444,1001,0.06205658823529412,387,470,13,35,2
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,d,500,1001,0.11096696470588233,464,693,22,48,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,e,444,1001,0.07354117647058825,399,470,11,27,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,f,333,1001,0.07292029411764707,363,683,19,33,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,g,500,1001,0.11164400000000001,442,678,28,76,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,h,500,1001,0.11138524705882354,478,683,25,47,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,i,278,1001,0.05205263529411765,237,683,16,34,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,j,278,1001,0.06996000000000001,264,901,16,40,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,k,500,1001,0.10404098823529412,498,683,33,57,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,l,278,1001,0.0631092,238,683,12,22,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,m,778,1001,0.13828682352941177,759,460,36,70,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,n,500,1001,0.09052619607843138,469,460,24,46,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,o,500,1001,0.07803105882352941,441,470,8,24,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,p,500,1001,0.11234217647058824,465,677,23,49,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,q,500,1001,0.11086870588235297,464,677,21,43,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,r,333,1001,0.05417176470588236,330,460,19,39,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,s,389,1001,0.057478235294117656,297,470,22,50,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,t,278,1001,0.054682298039215683,266,589,16,32,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,u,500,1001,0.08732784313725492,470,460,21,39,1
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,v,500,1001,0.05416972549019608,458,464,17,35,2
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,w,722,1001,0.10041687843137258,673,464,29,55,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,x,500,1001,0.0693,462,450,30,54,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,y,500,1001,0.07608127058823529,461,668,22,46,0
TimesLTStd-Roman,Times LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,z,444,1001,0.06624,391,450,14,18,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,A,611,1001,0.09988564705882354,615,668,22,34,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,B,611,1001,0.14651783529411763,596,653,23,55,1
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,C,667,1001,0.10026635294117649,623,684,13,31,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,D,722,1001,0.1468558588235294,708,653,16,36,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,E,611,1001,0.11707905882352941,635,653,26,52,1
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,F,611,1001,0.09950439607843138,637,653,25,49,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,G,722,1001,0.12939670588235294,670,684,19,43,1
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,H,722,1001,0.15678401960784316,775,653,32,56,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,I,333,1001,0.07127174901960785,392,653,14,26,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,J,444,1001,0.0784675294117647,497,671,15,35,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,K,667,1001,0.1373220588235294,715,653,33,57,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,L,556,1001,0.09147377647058824,567,653,17,31,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,M,833,1001,0.18481436470588236,891,653,31,49,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,N,667,1001,0.1193676705882353,747,668,24,38,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,O,722,1001,0.13540785882352946,639,684,8,24,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,P,611,1001,0.11309703921568627,605,653,20,44,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,Q,722,1001,0.1745217254901961,640,848,20,50,1
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,R,611,1001,0.1431299176470588,601,653,25,49,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,S,500,1001,0.09628413725490195,491,685,22,54,3
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,T,556,1001,0.09554286274509804,574,653,17,29,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,U,722,1001,0.10816519999999998,663,671,18,40,2
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,V,611,1001,0.09340319999999998,612,671,18,30,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,W,833,1001,0.1625925098039216,835,671,33,51,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,X,611,1001,0.11560404705882354,684,653,32,58,1
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,Y,556,1001,0.09095905882352942,555,653,22,40,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,Z,556,1001,0.1128384,612,653,14,18,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,a,500,1001,0.0797328,459,452,21,49,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,b,500,1001,0.09797647058823529,450,694,17,41,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,c,444,1001,0.04971113725490196,395,452,12,34,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,d,500,1001,0.10201449411764704,512,696,23,57,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,e,444,1001,0.061456047058823536,381,452,14,36,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,f,278,1001,0.07728652941176471,571,885,23,51,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,g,500,1001,0.09182832941176472,464,647,27,75,2
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,h,500,1001,0.09964800000000001,459,692,22,50,1
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,i,278,1001,0.04765833333333333,215,665,16,40,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,j,278,1001,0.06347764705882354,400,861,20,50,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,k,444,1001,0.08759096470588235,447,694,24,46,1
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,l,278,1001,0.058295999999999994,238,694,13,29,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,m,722,1001,0.1208964705882353,692,450,30,72,2
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,n,500,1001,0.08036470588235296,460,450,20,48,1
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,o,500,1001,0.06957077647058824,441,452,8,24,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,p,500,1001,0.09646933333333334,544,646,25,57,2
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,q,500,1001,0.09806588235294118,458,650,21,43,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,r,389,1001,0.04823675294117648,367,441,17,37,1
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,s,389,1001,0.051834313725490196,350,455,18,42,0
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,t,278,1001,0.04865340392156864,259,557,22,48,3
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,u,500,1001,0.08212396862745099,433,452,22,52,1
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,v,444,1001,0.050301,405,459,16,42,3
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,w,667,1001,0.08418239999999999,632,459,26,60,4
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,x,444,1001,0.05965336470588236,474,452,25,67,2
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,y,444,1001,0.060513529411764716,450,647,17,47,2
TimesLTStd-Italic,Times LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,z,389,1001,0.04727512156862746,382,509,18,38,1
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,A,722,1001,0.14536,680,690,20,32,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,B,667,1001,0.225394305882353,603,676,21,45,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,C,722,1001,0.14566415686274514,638,710,14,34,1
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,D,722,1001,0.2240078431372549,676,676,15,31,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,E,667,1001,0.1839117647058824,625,676,23,39,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,F,611,1001,0.16233543529411767,567,676,21,35,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,G,778,1001,0.18591976470588237,718,710,19,41,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,H,778,1001,0.25433505882352947,738,676,28,44,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,I,389,1001,0.12154745098039216,350,676,12,20,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,J,500,1001,0.14698880000000006,476,772,14,32,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,K,778,1001,0.22725264313725493,739,676,29,49,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,L,667,1001,0.14440420392156866,619,676,14,24,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,M,944,1001,0.26448831372549025,907,676,27,39,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,N,722,1001,0.18083462745098045,685,694,22,32,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,O,778,1001,0.2128997647058824,708,710,8,24,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,P,611,1001,0.18268436078431374,584,676,19,39,2
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,Q,778,1001,0.25034880000000004,708,867,13,37,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,R,722,1001,0.2411013647058824,689,676,22,40,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,S,556,1001,0.1572676235294118,478,711,22,50,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,T,667,1001,0.15076125490196082,605,676,14,22,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,U,722,1001,0.15869166666666673,685,695,20,40,2
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,V,722,1001,0.13795631372549025,685,694,17,29,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,W,1000,1001,0.24243531764705886,962,691,32,50,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,X,722,1001,0.18106196078431377,683,676,30,54,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,Y,722,1001,0.15050145882352944,684,676,23,39,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,Z,667,1001,0.17510785882352944,606,676,14,22,1
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,a,500,1001,0.12733044705882354,463,487,22,56,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,b,556,1001,0.1663792941176471,504,690,16,34,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,c,444,1001,0.08972258823529412,405,487,11,31,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,d,556,1001,0.1735390588235295,509,690,18,40,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,e,444,1001,0.10108974117647061,401,487,12,30,1
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,f,333,1001,0.11787647058823533,375,691,21,39,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,g,500,1001,0.1647706666666667,455,679,29,73,1
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,h,556,1001,0.17302418823529414,518,676,22,40,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,i,278,1001,0.08937475294117646,239,691,14,28,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,j,333,1001,0.1245289411764706,320,894,16,40,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,k,556,1001,0.16021465098039217,521,676,28,48,1
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,l,278,1001,0.10010632156862746,239,676,10,16,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,m,833,1001,0.21759112941176476,798,473,34,64,0
TimesLTStd-Bold,Times LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,n,556,1001,0.14316504313725495,518,473,23,41,0
