Font Name,Family,Serif,Weight,Optical Size,Italic,Font Width,Style,Case,Glyph Name,Glyph Width,Glyph Height,Shape Width,Shape Height,Shape Area,On Curve Points,Total Points
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Upper,N,617,1001,587,652,0.09605621960784314,27,47
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Upper,O,599,1001,527,668,0.10630106666666667,10,26
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Upper,P,488,1001,428,642,0.091592,21,45
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Upper,Q,597,1001,548,787,0.12185722844180352,15,41
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Upper,R,539,1001,528,650,0.11574588235294118,29,65
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Upper,S,411,1001,354,668,0.07325995294117647,17,47
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Upper,T,517,1001,477,666,0.0710112705882353,22,42
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Upper,U,613,1001,571,654,0.08347348235294118,22,46
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Upper,V,594,1001,588,656,0.07260762352941176,16,32
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Upper,W,830,1001,821,656,0.12672376470588237,24,48
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Upper,X,548,1001,553,642,0.08492778823529411,28,60
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Upper,Y,537,1001,527,642,0.0716472,23,47
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Upper,Z,501,1001,470,666,0.08101694117647058,18,38
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,a,380,1001,351,452,0.06283863529411765,26,68
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,b,442,1001,413,724,0.09263509019607843,16,38
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,c,360,1001,322,452,0.04394858039215686,14,38
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,d,453,1001,419,724,0.09636014117647058,20,44
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,e,366,1001,323,452,0.05439292613146087,16,42
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,f,255,1001,316,712,0.05928140525637054,26,52
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,g,398,1001,387,699,0.10077935294117647,34,92
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,h,454,1001,432,712,0.09529072941176471,22,42
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,i,228,1001,195,635,0.04078941176470588,15,31
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,j,218,1001,188,894,0.05075115294117647,18,46
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,k,426,1001,433,715,0.08741505882352942,26,54
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,l,213,1001,197,712,0.05555554509803921,10,18
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,m,710,1001,673,442,0.11432026666666668,36,74
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,n,469,1001,432,442,0.07488,23,45
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,o,430,1001,375,452,0.06580588235294117,10,26
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,p,448,1001,412,694,0.09194547450980393,21,45
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,q,441,1001,420,684,0.09238023529411765,20,44
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,r,319,1001,289,442,0.044583066666666664,18,38
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,s,323,1001,263,452,0.046151858823529415,16,44
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,t,267,1001,248,578,0.047219199999999996,19,29
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,u,453,1001,425,447,0.073755,27,57
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,v,396,1001,408,440,0.043648,15,31
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,w,602,1001,601,440,0.075702431372549,23,47
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,x,408,1001,412,428,0.0539380705882353,28,52
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,y,399,1001,408,689,0.054017600000000006,21,49
MinionPro-MediumCnDisp,Minion Pro,Serif,Medium,Display,Roman,Condensed,Medium Roman,Lower,z,360,1001,332,448,0.05016194509803922,18,34
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,A,596,1001,575,655,0.0871406862745098,20,36
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,B,529,1001,467,642,0.12345282352941177,25,55
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,C,551,1001,493,668,0.08136240000000002,12,32
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,D,625,1001,560,642,0.12406964705882352,18,42
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,E,499,1001,461,642,0.0940114588235294,28,54
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,F,469,1001,409,642,0.0834071294117647,24,42
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,G,600,1001,543,668,0.10383863529411765,19,45
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,H,654,1001,590,642,0.1351724705882353,28,44
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,I,302,1001,239,642,0.0637820705882353,12,20
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,J,290,1001,252,807,0.067788,12,24
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,K,585,1001,554,642,0.118556,28,54
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,L,481,1001,440,642,0.07422023529411766,16,32
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,M,783,1001,738,642,0.1542159529411765,29,45
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,N,632,1001,599,651,0.1116324588235294,27,47
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,O,614,1001,538,668,0.116975968627451,10,26
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,P,503,1001,439,642,0.09947223529411765,21,45
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,Q,612,1001,559,794,0.13407020117895962,15,41
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,R,555,1001,538,650,0.12616627450980392,29,65
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,S,428,1001,364,668,0.08200420392156862,17,47
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,T,533,1001,488,666,0.08029609411764706,22,42
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,U,629,1001,584,654,0.09585844705882353,22,46
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,V,608,1001,594,654,0.08226550588235294,16,32
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,W,847,1001,829,654,0.14032531764705883,24,48
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,X,566,1001,566,642,0.09832418823529412,28,60
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,Y,553,1001,536,642,0.0809675294117647,23,47
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Upper,Z,515,1001,479,666,0.09132557647058823,18,38
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,a,398,1001,364,457,0.06980092549019608,26,68
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,b,458,1001,425,717,0.10038,16,38
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,c,374,1001,331,457,0.04923592549019607,14,38
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,d,471,1001,430,717,0.10397905882352941,20,44
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,e,382,1001,333,457,0.06146918823529412,16,42
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,f,267,1001,324,705,0.06556550712108458,26,52
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,g,416,1001,400,696,0.11026823529411765,34,92
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,h,474,1001,445,705,0.10334470588235295,22,42
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,i,241,1001,202,641,0.04620730196078432,15,31
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,j,231,1001,196,893,0.0562835137254902,18,46
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,k,444,1001,448,707,0.09564185098039216,26,54
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,l,226,1001,205,705,0.060077058823529414,10,18
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,m,735,1001,694,447,0.1265202823529412,36,74
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,n,488,1001,446,447,0.08287204705882353,23,45
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,o,448,1001,386,457,0.07263611764705882,10,26
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,p,466,1001,425,691,0.10134666666666665,21,45
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,q,459,1001,431,681,0.1012900705882353,20,44
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,r,335,1001,300,447,0.049958823529411764,18,38
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,s,338,1001,274,457,0.052557191504192365,16,44
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,t,279,1001,257,582,0.05220425882352941,19,29
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,u,472,1001,438,452,0.08074315294117647,27,57
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,v,412,1001,422,444,0.05069957647058823,15,31
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,w,618,1001,616,444,0.08580517647058823,23,47
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,x,423,1001,422,433,0.06305838431372549,28,52
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,y,413,1001,423,686,0.06372536470588235,21,49
MinionPro-MediumCnSubh,Minion Pro,Serif,Medium,Subhead,Roman,Condensed,Medium Roman,Lower,z,376,1001,342,453,0.057717529411764716,18,34
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,A,600,1001,576,655,0.09321035294117648,21,37
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,B,541,1001,520,642,0.1296084705882353,24,52
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,C,551,1001,512,668,0.08718054901960783,12,32
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,D,626,1001,613,642,0.12809536470588234,17,39
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,E,516,1001,528,642,0.10368677647058824,28,54
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,F,484,1001,522,642,0.09199482352941178,24,42
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,G,598,1001,528,668,0.10926908235294118,18,42
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,H,656,1001,700,642,0.14275058823529413,28,44
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,I,310,1001,358,642,0.06669750588235296,12,20
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,J,300,1001,393,788,0.0704379294117647,12,24
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,K,589,1001,657,642,0.12405705882352942,28,54
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,L,493,1001,469,642,0.07911202352941177,16,32
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,M,788,1001,836,642,0.16417072941176472,29,53
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,N,620,1001,689,650,0.11767039215686274,27,47
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,O,606,1001,538,668,0.12261336470588236,10,26
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,P,514,1001,528,642,0.10368677647058824,20,42
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,Q,606,1001,538,808,0.139787168627451,16,40
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,R,561,1001,541,650,0.12824882352941175,29,63
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,S,434,1001,401,668,0.08718840784313726,19,49
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,T,541,1001,509,666,0.08641023529411765,22,42
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,U,622,1001,585,655,0.10218,22,46
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,V,604,1001,584,651,0.08498230588235296,18,34
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,W,845,1001,809,652,0.14686363921568626,26,38
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,X,585,1001,646,642,0.1073424,32,60
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,Y,555,1001,534,642,0.08604310588235295,25,49
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Upper,Z,520,1001,556,667,0.10034818823529412,18,38
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,a,461,1001,402,462,0.08084456470588235,24,60
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,b,454,1001,379,712,0.0986666123130754,21,55
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,c,357,1001,324,462,0.04872197647058824,13,37
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,d,477,1001,456,712,0.1045596929971989,27,65
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,e,376,1001,331,462,0.0611688,15,41
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,f,256,1001,551,944,0.08159550525367877,24,58
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,g,398,1001,504,694,0.10699249008200501,31,87
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,h,478,1001,418,712,0.10153957647058824,23,53
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,i,258,1001,203,658,0.048715223529411766,17,41
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,j,252,1001,354,892,0.0631536,19,53
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,k,440,1001,408,712,0.0945536,26,68
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,l,237,1001,203,712,0.0591549017615259,12,30
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,m,732,1001,650,462,0.12483058823529411,34,82
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,n,497,1001,415,462,0.08270705882352941,23,59
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,o,440,1001,371,462,0.07192162352941177,14,38
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,p,458,1001,497,758,0.10636969411764705,26,56
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,q,454,1001,403,687,0.10205856470588236,26,58
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,r,344,1001,323,460,0.04842489881352396,19,49
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,s,319,1001,300,462,0.05000819331080589,18,52
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,t,284,1001,261,598,0.053862211764705875,18,26
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,u,493,1001,412,462,0.08210917647058825,23,59
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,v,424,1001,386,462,0.05594729411764705,16,42
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,w,630,1001,587,462,0.09252501176470589,24,58
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,x,444,1001,454,462,0.06827721924651871,27,69
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,y,422,1001,485,694,0.07259784313725491,19,49
MinionPro-MediumCnIt,Minion Pro,Serif,Medium,Text,Italic,Condensed,Medium Italic,Lower,z,391,1001,399,479,0.05773039359674769,23,63
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,A,609,1001,580,655,0.09981686274509805,21,37
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,B,550,1001,525,642,0.13482,24,52
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,C,558,1001,515,668,0.09173866666666668,12,32
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,D,634,1001,617,642,0.132038,17,39
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,E,526,1001,534,642,0.11024272941176472,28,54
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,F,494,1001,526,642,0.09667261176470587,24,42
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,G,607,1001,533,668,0.11588883137254903,18,42
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,H,665,1001,707,642,0.14951802352941176,28,44
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,I,316,1001,361,642,0.06907416470588236,12,20
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,J,306,1001,396,791,0.07370258823529412,12,24
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,K,596,1001,662,642,0.13000122352941176,28,54
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,L,503,1001,476,642,0.08268959999999999,16,32
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,M,799,1001,845,642,0.17232035294117645,29,53
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,N,628,1001,695,650,0.1257813725490196,27,47
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,O,611,1001,541,668,0.1261314980392157,10,26
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,P,521,1001,533,642,0.10869437647058822,20,42
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,Q,611,1001,541,809,0.14417331764705885,16,40
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,R,566,1001,547,650,0.13385411764705882,29,63
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,S,441,1001,405,668,0.0912409411764706,19,49
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,T,550,1001,515,666,0.09011894117647058,22,42
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,U,632,1001,593,655,0.10967011764705882,22,46
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,V,613,1001,588,651,0.09006776470588235,18,34
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,W,854,1001,815,651,0.1560485294117647,26,38
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,X,594,1001,651,642,0.1130901882352941,32,60
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,Y,565,1001,540,642,0.09108847058823528,25,49
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Upper,Z,527,1001,560,667,0.1054644705882353,18,38
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,a,473,1001,413,465,0.08585541176470589,24,60
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,b,465,1001,385,710,0.10316707712673562,21,55
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,c,368,1001,330,465,0.05115,13,37
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,d,491,1001,463,710,0.10962187277298625,27,65
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,e,387,1001,339,465,0.06490852941176471,15,41
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,f,266,1001,552,937,0.08519413903123386,24,58
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,g,412,1001,510,692,0.11210626138638767,31,87
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,h,490,1001,427,710,0.10581227450980392,23,53
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,i,267,1001,208,661,0.05176018823529412,17,41
MinionPro-MediumCnItCapt,Minion Pro,Serif,Medium,Caption,Italic,Condensed,Medium Italic,Lower,j,260,1001,359,891,0.06648257647058825,19,53
